"","merged_dataA[, 1]"
"KCNA5",6.59875207942901
"CRABP2",7.90926204825164
"FAM115A /// LOC100294033",5.48438078191855
"ACTR3",9.04555430348772
"ANXA10",6.31572716232621
"FADD",8.44009289150098
"SERPINI2",5.29406230198163
"MIR4745 /// PTBP1",9.73788366360148
"NAPG",5.19093322835563
"CDH5",6.04541842596328
"G0S2",8.97625320667805
"PNLIPRP1",6.71342981995174
"PAPPA2",6.52774330797945
"RAB28",6.20618729806697
"IST1",7.68524636100912
"MYBL1",4.73833152088538
"NUTF2 /// NUTF2P4",7.07716392174325
"GDPD5",7.59674200855165
"ITGA9",7.04100988165788
"EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2",7.58794821310155
"PRM2",6.83476304477569
"SRP14",10.6030216864153
"PCDHGB7",5.49468606147409
"CSTF3",5.43167852948362
"IL9R",6.63027288176812
"FDFT1",7.61066849060477
"ADRB3",6.30023334994244
"BRE",7.3519469238477
"EFR3B",6.02146953975932
"PSMA5",6.25636047265425
"AKT2",7.20408385334197
"IGFBP1",5.36533157236292
"OR2J2",5.24882384441522
"KYNU",4.07884047416676
"STAT6",8.73918632848717
"EXD2",6.03008662689108
"CTSF",7.39678592740408
"KATNB1",6.61948748413508
"AHCTF1",7.07518653707749
"RAPGEF3",8.50645033557331
"SZT2",7.3002893048232
"LARP4B",6.91201619596114
"LRP4",5.0445095153021
"ZNF200",6.25587090262181
"LIPE",7.38387821593121
"LDLR",5.86524075148102
"CSNK1E /// CSNK1E",8.84682105574763
"LAMA5",7.25314338262576
"ART4",5.55543047565653
"KDM5D",7.7171044518179
"ATF4",9.80703543627806
"MMP23A /// MMP23B",7.39129981263527
"SLC12A5",5.59217265033724
"ABCB6",6.55255907655323
"YBX1",10.2392960610652
"REEP5",8.50859414436218
"HIP1",6.61394923826305
"CHURC1-FNTB /// FNTB",7.0422526151551
"UQCRFS1",8.58020833315612
"PPM1D",5.76789303425581
"PPP1R3C",5.09848260894547
"MAGEA9 /// MAGEA9B",6.31825990553965
"SULT1B1",6.20648678647405
"MDM4",6.05232490882676
"ATP1B3",7.39673368970427
"TGFB1",7.37057696811608
"MBD3",8.50445096640124
"WNT2B",6.28450168282154
"HLA-DOA",6.563515558758
"SLC35E2 /// SLC35E2B",7.20573030334146
"DGKE",4.37339232371332
"HAUS5",8.57535088349288
"NELFB",7.69445162170293
"CDC34",8.33160457237122
"PSMB7",7.26078193351726
"LOC101927458 /// LPHN2",4.69336813236428
"AGFG1",5.45579816631287
"CDK20",7.08393997895698
"DR1",4.87418978140143
"SPAG5",7.94714361348294
"VOPP1",8.29050370815463
"HES1",5.95572816628601
"MUC8",8.11111754287773
"USF2",8.65087389471658
"BPTF",5.81434935799277
"PEG3",4.29055537741243
"CDH3",6.4981042205561
"FGFR3",6.60195838831067
"RUNDC3A",7.89381816362386
"MINPP1",5.2811160756739
"GIPR",7.37041758942289
"GTPBP1",6.31278507897089
"MS4A1",7.01036816265811
"ZNF549",5.07125357628257
"FANCI",7.37415307766529
"MIOS",6.43788433155005
"CKAP4",9.12490910805143
"PFDN5",9.63265329712587
"PA2G4",8.16367090123114
"SV2B",6.04217744602769
"NXPH3",7.27595835495612
"ATP6V1B2",10.1964211525842
"AGER",6.51645311591157
"S100A7",5.6657654267281
"MTHFD2",5.6338923151661
"LZTS3",7.36330995855488
"NIPSNAP1",8.42231593470063
"RABEPK",7.28069663011342
"ATOX1",7.72541548197514
"PLAA",5.8603782221172
"P4HA1",6.1076650518483
"FXYD2 /// FXYD6-FXYD2",10.0728163560895
"KDM4B",8.07764810622907
"YIPF6",7.16307578003814
"NRD1",7.37334647000988
"CDK14",5.2639816547536
"GREM1",6.08623230584107
"MCF2L2",2.92642123961095
"ENTPD6",6.81666619367103
"ASTN2",5.20770490947203
"RBFOX2",6.71322478339631
"LRP1",8.75751000795718
"DNAJC4",6.27789285111364
"HAPLN1",3.81125832462506
"SFTPD",7.31034685226039
"WIPF1",5.60231211712967
"PITX1",5.84678070999201
"SNRNP40",7.41218092115472
"F2RL1",6.57459184834762
"MRE11A",5.11860735784813
"NCAM2",4.34996256119088
"NUDT21",5.04347472605806
"KATNA1",6.32695961737157
"HOMER2",7.28082385924127
"GPRASP1",6.63077405750062
"NR1D2",6.79247594022354
"GNRHR",4.69536488307015
"MT1G",9.14153638622968
"FGF8",6.16108472482352
"CDC42EP4",8.53155371016884
"SLC9A1",7.07503575575554
"ABCD2",4.32858971478383
"PPID",2.99396249557384
"GAPDH",11.9979603983377
"GZMK",7.34119836477859
"POLRMT",7.54967308492789
"IDH1",8.49717933889209
"NFE2L3",4.49676977042569
"ULK2",6.14064529929691
"MMP11",6.73167977926155
"DEPDC5",7.92109693844553
"DPYD",6.84185429820297
"SUPV3L1",6.62203540106739
"CRABP1",5.64444005866453
"APBB2",5.68907743714526
"SIKE1",3.95226698714163
"PLAGL1",5.77577702854303
"BRF1",7.00342674509737
"STRN",7.18702355132459
"SLC22A24",6.6062297736743
"GPC5",5.5538985833486
"MIR4680 /// PDCD4",5.11814886607741
"EYA4",4.59004181700727
"IVL",6.52538146974967
"CPSF4",7.44473745792006
"STK35",7.45975423340021
"KIAA0513",8.02110458486778
"IGK /// IGKC",6.03576298330107
"PHIP",6.01684019547309
"KIAA0101",5.10501391552346
"GABRA3",5.56195388366301
"ADAM22",5.77252468763787
"CLDN4",7.30336752443923
"SPATA2",6.41768206929264
"TCF25",7.35241011742075
"GPR37 /// SEL1L2",4.2610593100915
"ATP6V1D",8.55643957197926
"CSTF2",6.89306803986331
"AMFR",6.65818299762226
"ZFP36L1",8.1067803346786
"SLC25A1",7.51669249473212
"CSNK1D",7.72567399275781
"NPHP1",6.12806365661317
"CAPZA1",5.96011516001167
"SLC35D1",7.43238558601541
"UROD",7.09665137654369
"MAST4",7.32699572337787
"FGA",6.51357352125507
"LOC102724788 /// PRODH",8.20882289178276
"ANAPC10",4.85430041319545
"NACA",8.37271194408622
"HPGD",5.73606720875751
"PLA2G1B",6.07557368675536
"GPD2",6.29479919719962
"CBFA2T2",7.54693602050083
"CHML",5.43795528965023
"EIF4E2",6.35687174835878
"TIMM44",7.39228650823774
"STRA13",7.80352708511239
"HAB1",8.70491032340131
"TRIM22",8.74221170623265
"MTMR7",5.81791798026542
"CD80",5.60970803483054
"PPP3CB",6.67006748641285
"ATXN7L1",5.7007177645308
"TNN",7.53793676261457
"GCKR",6.42436314331837
"ARL1",5.72181700378925
"MSANTD3-TMEFF1 /// TMEFF1",5.24680129958722
"TBL2",7.20631928527944
"CD226",5.29846551368401
"HBBP1",6.95226553850079
"TGIF1",5.59726193315071
"PMP22",6.53930000882395
"TCN1",5.41323460261263
"DRP2",6.41651221404186
"BTG2",7.92627734843983
"GPER1",6.43693955150033
"DLG2",5.40317363984727
"EPM2A",4.67205410785338
"SERPINF1",7.37413612819516
"ALOX15B",6.51229887984265
"ZNF500",5.8879406370999
"MBD4",7.46830423712977
"SCN2B",6.89523129854803
"NOL3",5.99126115757331
"FLII",8.20600798787744
"TFAP2C",5.60742072993635
"ARHGAP6",5.59666019356007
"LGALS8",6.41972425187882
"TMEM115",7.32651834090143
"FERMT2",9.22615631189052
"EIF5B",7.04411423998701
"MS4A3",5.3013596085955
"RGP1",8.73345666639356
"TMBIM6",9.15299546145743
"ACTB",10.8320445475724
"KCTD7 /// RABGEF1",6.38945444271094
"SLC22A4",6.87660128712994
"ZBTB11",6.01461044697181
"TM4SF1",4.51187883641991
"RBM42",7.73147358845669
"BCS1L",7.46845052635329
"SMAD6",6.2189451691378
"CRYM",8.875486628616
"PRPSAP1",7.37658173183153
"NAAA",7.62636787818736
"TOM1L1",7.42606491280735
"POLR2B",6.08086431931781
"GLS2",5.87547299202947
"TNKS",5.09728934846483
"SF3B4",8.4167299635916
"NUP93",7.45270719154695
"C11orf52 /// HSPB2 /// HSPB2-C11orf52",7.4930144226813
"C18orf25",6.77696073719093
"MKI67",6.13949834240466
"RFPL1S",4.45323737818807
"GPC4",6.75210181153028
"DNAH9",7.48753283805902
"RPS10",9.02761785351897
"MDFI",7.10289858851099
"USP8",6.74020731750633
"C21orf33",7.91079874762597
"IRF9",9.70571103535506
"NR1I3",5.60449528604077
"IPO9",5.21269268293401
"CFHR2",3.90623648265904
"TGFBR2",7.46225842818301
"CRYAB",8.68868343034795
"GP1BA",7.19254874732
"SMR3A /// SMR3B",5.79418982577221
"ANKRD7",4.54328669037668
"UCHL1",7.99038079515756
"GALNS",8.52748828998523
"EI24",8.94041355361714
"LY6D",7.02404282262625
"SLC6A5",6.54710898437776
"HIVEP2",6.62182436393211
"MPHOSPH9",5.35416187881522
"ZNF516",6.25128177686502
"TUT1",7.385983930287
"IL15RA",6.85054601310843
"RAB14",8.77547486639158
"BEAN1",4.60852459612695
"ACR",7.65594831380974
"LAPTM5",9.96387161934256
"PEX7",6.94674877792656
"TBCE",7.88666506781742
"SPINT1",8.29942887973195
"GZMM",7.34671410531097
"IGF1R",7.48289801735019
"TAF5L",5.54360017785099
"SLC34A1",7.604617144651
"HMGCL",8.64386381373786
"KXD1",7.25334801157948
"TLL1",4.67176767957945
"LOC100996517 /// LOC102724364 /// SEC22B",8.17996062823821
"UPF3A",5.92129914773746
"HOXD8",7.44965100439566
"MLEC",8.00338850009089
"RAD23A",8.97833900931645
"ING2",6.23050923095545
"NCOA6",7.51835651293524
"TNR",6.7410769594137
"IRF3",7.89263342026338
"MAGOH /// MAGOHB",5.94964630263601
"SMARCE1",7.75588448493987
"STK17A",5.1005412751051
"CSPG4",5.53265175579739
"RGS11",7.11172001727176
"SRI",5.88376819594211
"RORC",6.79663162971965
"TJP3",6.20634757577587
"SEPT5-GP1BB",6.86318020792331
"SCGB2A2",4.38443718266591
"ZNF451",7.61553487845701
"RHO",7.60787002286168
"PDIA3",6.72761713871759
"TBX2",7.44333502511973
"MUC5AC",6.25311324544164
"H2AFX",5.85579005642901
"TRAF3",6.46022241657689
"SPTLC2",6.2499799679079
"GAS2L1",7.73253785607881
"CRYGA",5.51722707895678
"ZZEF1",7.05808811564281
"IGH /// IGHA2 /// IGHD /// IGHG1",8.2134667673052
"NFATC1",7.87932027701095
"BAP1",8.0389918001002
"ZNF8",6.41911448819724
"IGSF9B",7.37158532648819
"PAGE1",5.84910010527445
"COL6A2",8.158217857661
"HNRNPL",8.86904670244864
"LILRA3",6.01565267009492
"GNAI2",8.9580531439157
"USO1",5.59064517149192
"PTPRM",6.7309501150214
"YKT6",6.96469104924064
"RGS1",5.3321925364617
"IL1RL2",6.3010075442306
"MKLN1",5.09528087951109
"AATK",9.14885252173105
"ACO2",8.62736355482116
"ACBD3",7.08724296716462
"ABCA4",6.2868639060371
"RAC1",6.09080041423442
"PRSS16",6.10198129744336
"B3GALT4",7.04860254403705
"PTTG1",7.31077211734763
"ATRNL1",5.70189924737592
"CACNB1",7.05694081984764
"CD1D",6.31783587625499
"BTF3P13 /// BTF3P13",5.21044875343769
"AQR",5.08449018259264
"IFIT3",8.95950327881785
"CDK2AP1",8.30545206767945
"SERPINE1",6.8720616443644
"SHC3",6.82774038517526
"ATP5L",8.50294561374224
"TMEM63A",8.63932352533093
"BMP5",5.57518273356293
"PFKFB3",8.06989738296509
"ERI2",5.27051311360227
"DGKG",5.459407888996
"TMPO",3.95192986875216
"ZNF239",5.4842887406203
"CXCL12",9.24267093538447
"TGM1",6.35923064631462
"TCF12",6.25550107105763
"IL10RB",7.12056427961722
"GALNT1",6.39051012506667
"PARP1",7.54729903799175
"F11",7.00371061011572
"DOLPP1",7.38079733968545
"JRK",7.11180599882119
"IGF1",5.85709314045461
"RBBP4",6.35629001070681
"AHNAK",7.73048186818921
"USP9Y",5.59416149294694
"COX7B",8.0102114720583
"CYHR1",7.28167242160726
"TANK",8.08276854786264
"TGFBR1",5.76698090189916
"TIAM1",8.11717539035955
"ALOX12B",6.8821263816718
"CACNA2D1",4.83161345961847
"RBBP8",7.23139247593388
"MIA3",6.27900244634835
"RPL27",10.2310652510132
"AP1G1",6.80057618781364
"RHOG",8.89361739294459
"B2M",11.5885012107209
"DLX5",6.45161979729417
"ABCD4",8.43613012310547
"JADE3",5.57324348247488
"PDE4DIP",5.62043341464147
"AGGF1",6.52769206728701
"NGDN",5.05726391952623
"SPP1",5.77789495893882
"SHC1P1 /// SHC1P1",5.49797321629435
"VASP",7.62832164883602
"CHRNA3",7.28704176022717
"KPNA2",7.2593416315833
"BNIP3L",11.1335195429316
"ADCY2",6.56298830003828
"BTG1",8.8050867125307
"RNF40",6.63204977979789
"PLIN3",8.27092896528109
"APBB1",7.22999563097154
"ELF4",6.69575553145894
"ETV5",6.95183752773385
"SH3GL2",5.39915914434759
"TMF1",5.76647712930997
"SLC39A14",6.76528351420546
"CSN1S1",4.91905896741246
"CDK9",6.68664375479531
"CRTAP",7.3408500733285
"OR7A5",6.37478897396862
"PRSS8",7.51723715479107
"RNASE2",6.99791466165669
"ZIC1",4.73090948864708
"NDST2 /// ZSWIM8-AS1",7.29650863961881
"ALPI",7.32855190540722
"POFUT2",5.41959433785007
"PSAP",11.4652113936564
"T",6.33036477633507
"ESR1",5.2982856922126
"TRIM15",7.07584503410204
"GATC",6.735706617951
"NCOA3",7.53836099796967
"ARSD",6.38848019073432
"KIF13B",8.05122365906042
"SNTB1",7.1544464329263
"PPP5C",7.37048273555491
"SLC1A7",7.52855236124483
"SSFA2",5.38711425310764
"CCNG2",6.04557559678523
"PPARD",6.72536256784853
"BCAP29",6.78319125047591
"ARG1",5.44618471798919
"ARHGAP33",7.23384683453401
"CKAP5",6.47578675776267
"CST7",8.3094615068969
"FOXO4",8.87350563800645
"LTA",7.44848718400796
"ARL6IP5",8.14356694552969
"PWP1",7.79487425308788
"ABCE1",5.48870842021513
"LRCH1",6.2358180469837
"POLR2K",4.39268797602039
"CCT5",8.13615653047445
"ZNF548",6.98196659002764
"NMNAT2",6.05701640912193
"ZBTB25",5.86577959773055
"INPP5A",6.4620179018425
"RBBP5",5.31076813730427
"KLRB1",8.13064176533306
"PRPF4",7.05959683279084
"RAB11FIP5",8.07041501169154
"PYY",7.47942127470412
"CNKSR2",5.54651841777914
"SDC1",9.00708850365708
"CDK5",7.24672071920959
"BFSP1",5.36292982093188
"HNRNPUL1",8.71131596090649
"LPCAT3 /// U47924.30",8.9483239697523
"TUBA1A",10.1705048237384
"PPP1R10",7.54898816569497
"AFAP1",5.48003998616528
"NNT",5.65589151127106
"HSPB1",8.67691759686682
"GYPA",5.51818308654386
"NFKBIA",8.38448863699951
"SLC7A11",7.14167994139672
"EFEMP1",7.18446720743358
"GUK1",8.06113625241788
"PPP6R2",6.88655880428341
"LOXL1",6.63308430425907
"KDSR",5.3944094672174
"FAT1",7.89881962255355
"PTPRT",6.2938630272898
"LARP1",8.81831273629119
"SETD4",6.51005261121588
"CCIN",6.43062250754072
"DAZL",4.98883644776352
"CA12",8.18001354591607
"GLTSCR1L",6.91254765605235
"RAB1A",7.15647238087722
"HMGB1",8.40557526517663
"RAD51D",6.39653852780467
"RGS7",5.93571614229251
"BIRC3",5.24011908877396
"SLC39A7",7.92954926236512
"ITGA8",6.21616226939865
"HR",6.93744195970209
"IER3",7.39812240967866
"NRXN1",4.99340492688275
"FTH1",10.0455121035211
"RPL18A /// SNORA68",8.02882996783186
"HMOX1",7.84789101429552
"AQP6",6.74262300832162
"TPTEP1",6.5305339587805
"UPF1",7.42782014898986
"SH3BP5",8.62378679173002
"OAT",7.31715625853272
"MECOM",5.94394139285115
"RNPS1",9.21117762346543
"PSMD10",7.43207864436424
"SCARF1",4.73895011414116
"CIT /// MIR1178",7.32661422717254
"PDE3A",6.40541669312706
"WDR1",7.73361692849115
"IFI6",8.74392793969723
"LNPEP",6.95733504484746
"PHKA1",6.8165376060392
"FAH",6.72169305542584
"IFIH1",5.13507192178929
"ATP2B3",5.98064470202756
"HNF4A",7.68830062077292
"GALE",6.70800166232022
"PRB1",7.20859231217563
"PSMA7",8.49114255887231
"UBE2B",6.81161624113614
"CPSF6",6.39523524019277
"KMO",6.75100113944206
"ERH",8.25566139754117
"TMSB4Y",8.79589775309346
"KPNA3",7.4753801472677
"STC2",7.5774050059583
"ABCB4",5.47207480293755
"SCAMP1",6.29401044824624
"FMR1",6.13700099869249
"ZFHX3",6.11134290713398
"EXT2",6.79723547252677
"ZNF473",6.61334189924383
"PSMD12",5.63207045939411
"EMP2",6.78162431987338
"STOML2",8.49571147039983
"APOB",4.79479960902055
"SYNJ1",5.32882625757354
"CTNND2",4.54849319228082
"BOLA2 /// LOC101060386 /// SMG1",6.06369046520903
"MMP15",7.7839240134219
"ICA1",7.2369137605432
"ZPR1",7.36661990872762
"KIF3A",6.13665055160512
"PCDHB17",4.37840081666297
"COPG2IT1",6.54770907589715
"RIMBP2",5.29093928022871
"BGN",8.09163685513863
"ZNF365",5.39113491707735
"APOA1",5.8270400522023
"GDF10",5.09748516731066
"FUBP1",6.57707872924921
"CCDC64",7.60836839896774
"ZNF202",5.45636788184503
"ATP1B2",6.9380310700208
"SHH",7.1998734884117
"AQP3",8.21433815659466
"SV2A",6.48112755082127
"LCP2",6.15887417826886
"DNAJB2",8.39461989025569
"UBR5",5.33779705502598
"SIK1",5.79153509194309
"RHBDL1",7.26395198371322
"SND1-IT1",5.82284953350306
"PRSS22",8.77368784278708
"KLC1",8.69000072130391
"ATXN7",7.40809961926657
"EGR4",5.19768467488101
"GPRIN2",8.00577204947421
"IPO7",7.07448660091569
"PINK1-AS",6.58919278854102
"LPO",7.1842649254784
"LOC100996693 /// SPEG",6.19339174283614
"EMX2",7.30064663275598
"HIST1H1B",6.70864104338498
"DNAJC16",6.26696106001304
"PRTN3",6.22641848542068
"NEB",6.39856043303652
"TFEC",6.269911433217
"C1orf61",7.23529898280265
"CETN3",5.72287343794887
"CBR1",7.19103376680055
"MAP1B",4.92951043114848
"PTPRS",5.43333646325646
"HYPM",5.74453813081484
"GHITM",8.1157076318326
"CD160",5.72706606916128
"SLC12A4",7.75805963634443
"DHRS3",9.21968458075753
"AP4S1",7.03324283161959
"PDGFRA",6.2930980802915
"H2AFZ",8.09411637806276
"MIR7110 /// PDIA5",6.79790488823893
"HOXA10",5.57182879345183
"MGAT4C",4.62254588662812
"HRG",8.19332281938522
"TNF",5.10062164034112
"METTL13",6.35829630810222
"XYLT1",7.10101425268374
"CEP290",4.67688944327676
"AMBP",7.15317177092224
"CAPN11",6.26883227596618
"NHLH1",7.56590310977677
"KRT31",6.43449028967846
"CPSF1 /// MIR1234 /// MIR6849 /// MIR939",7.22641252237257
"LOC101060747 /// PDPK1",7.22159165570911
"RNASEH1",6.06747802626582
"NOP16",6.67788946946885
"CCDC85B",7.17836178720473
"ANGEL2",5.60962276176736
"GLP1R",7.08862086335808
"LOC100506603",5.88040356046986
"VIPR2",7.27589914376828
"ELOVL6",6.38438613629081
"TCF15",7.08160921156088
"FGF4",6.0534204296683
"HBP1",7.58406301859084
"BBIP1",7.87304420498689
"RBM6",7.82962019800789
"ZC3HAV1",6.33714850597896
"LIFR",4.25727602557842
"LOC101930052 /// LOC102724562 /// MST1 /// MST1L /// MST1P2",8.38417807625554
"C4A /// C4B /// C4B_2",9.1533863003929
"ANXA13",6.93220858913465
"PRCP",6.0000621398792
"PLXDC2",5.84457763477751
"ERLIN2",5.66787054854673
"CYB5R1",8.32568212255741
"CD1A",6.46676490282482
"PGAM1",10.5897372816788
"COA1",6.3660080876275
"LSM4",7.3289884351234
"FAM149A",5.75733648309533
"HMG20B",7.82840701002998
"DNM2",7.75807476457792
"SLC25A24",5.74667274870709
"GPR18",6.40210791707743
"FBP1",9.28666797441681
"CLDN8",6.74394339465176
"ACAT2",6.5260490862332
"PCSK7",7.12808080742869
"SGCD",6.25841910464294
"IGHD3-16 /// IGHD3-16 /// IGHG1 /// SKAP2",7.09931637069111
"CCHCR1",7.83348413147047
"GCGR",8.0094394346632
"PKP4",6.91982645565356
"MAX",9.08711205545957
"DLC1",5.01911349117589
"ZSCAN26",6.46356055877271
"EIF4B",9.00036748638012
"PFKFB2",5.91002243028029
"RUSC2",7.92177207013776
"YWHAB",9.10523532900964
"TOM1L2",7.60986168488628
"AXIN1",8.21538795661659
"ERBB2",7.73982311683949
"TMPRSS2",8.55591306993172
"DNM3",5.45931174483521
"ORM1 /// ORM2",6.11655684895151
"NCAPD2",6.56302121799762
"XRCC5",9.76098919257258
"CDC20",7.17003962539379
"RNASE6",6.43735166263333
"AHCYL1",6.29686538379943
"CIC",8.96645538754654
"PHEX",5.2395816321018
"FOXJ3",7.53911523260315
"DMPK",7.79567787503865
"NPPA",6.92078265880976
"MCM4",4.56032948571057
"GPR39",7.01405854758033
"TACR2",6.89557507757119
"OPA1",5.33704988576559
"LSM1",6.04448941982983
"CAMK1",6.74793193247909
"FGF2",6.38468320196852
"RP1-8B22.1",5.59227815590346
"TNFRSF11B",6.75837665268373
"NTSR1",6.61847878382883
"UBE2E1",6.87915527950029
"SMPDL3A",6.48330990237862
"POLR2A",7.52921371383213
"FUT1",7.06219432460866
"DTX4",7.69292362246959
"ZNF20 /// ZNF625-ZNF20",7.49792942912319
"TBCC",6.63320818850574
"PON1",4.75345489478473
"SLIT1",7.40552574925962
"LTBP2",6.43204982049233
"RABAC1",8.73548560910691
"RUVBL1",7.51954758358589
"CDYL",5.83301671824549
"EMR1",6.51835892573464
"GTF2H2B",5.42041849431491
"PPAP2A",7.14365481124686
"UBA3",6.76889935821133
"PEX10",7.89410720399506
"BPY2",5.39155816449733
"ARHGEF15",6.92561479516287
"SFRP1",6.67466227325921
"LAMP1",10.7445515626398
"PEPD",6.79930857273906
"MYOM2",6.2944368187659
"CHST3",7.96266624793408
"NECAB2",6.81890867448673
"SLC12A1",5.69708104435199
"ZMYND11",6.82929073748345
"SPATA31C2",6.13845409280363
"ZBTB22",7.84998031814617
"PLEKHB1",6.30831577957695
"LAMA4",6.00297276373332
"ST8SIA5",6.20487342071658
"SMG6",7.27573898629431
"FAIM2",7.52773933215934
"MAP4K2",7.25164914518659
"ZBTB1",3.25504364693083
"SLC35A2",7.94488489443315
"ADAMTS3",4.92183308065953
"AP2S1",9.82481223225089
"CLK1",6.87125402804121
"CDC40",5.87576238029319
"PHACTR2",4.86297516580734
"OR10H3",7.93836463998018
"LBX1",6.59325280900699
"SNRPB2",5.295103934897
"SSR1",6.60108445541159
"CASP7",6.89425980697541
"CRIP1",7.83996989696539
"CETP",6.07312056862061
"SLC25A40",5.71484148739175
"PEX6",6.26183633515737
"GPR176",7.09182082864058
"PELP1",6.82331973036738
"ITGB1",8.87613897911884
"IL32",8.67706896793069
"ELOVL5",9.10127773257662
"FEV",7.28403919656412
"DNAJB6",7.14471356487416
"GPR20",7.00835124527731
"NELL1",5.21499567301545
"SLC7A7",9.92091018463323
"AHCYL2",8.32502262724955
"CCNB2",5.44422339732973
"SLC1A1",5.88538945877155
"SNRPN /// SNURF",9.36366598190432
"PRPS1L1",5.67948946719624
"ANO3",5.05317782907964
"SP1",7.86262085896157
"NR1H3",6.23634959930899
"RGS16",7.26911982487968
"IGSF6",4.85097969770354
"KCNC4",6.95504426301644
"TDG",6.01505850561177
"SORL1",9.9407405365723
"GABRA6",5.39227024721949
"CDH12",5.17576836453478
"MLH3",6.22654070816279
"HCG26",6.939725400698
"IGBP1",7.72246102997426
"BCAP31",9.18742772733274
"TNFSF11",6.07732101806061
"RNF4",8.51688973187173
"NTRK2",5.21227573359068
"PFKM",8.44955622513672
"MB",6.89276858279666
"PPIG",6.82513184597967
"TSPAN31",7.24410152285437
"MYCN",5.40239935046553
"NCK2",8.60847040061887
"IL23A /// TCRBV10S1P /// TRBV21-1 /// TRBV21-1",5.13503971708388
"TRH",5.99916527663966
"LCMT2",5.31563090452809
"ALDH3B1",7.15841283868599
"IL13RA1",7.07118100691554
"DOK4",7.49615004563217
"LOC101927673 /// OTUB1",8.3868011921526
"ATP5G2",5.41052714028576
"GTF3C2",7.05488670261992
"TCEB2",8.98225570491058
"PRPF4B",6.50082325902425
"LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA",9.26243843714523
"HUS1",5.57297222600314
"BTF3",10.0680841370354
"PPP1R13B",7.26748456675014
"DEK",7.34404951399942
"TBC1D12",4.70285834158776
"SOX30",4.26589319258854
"IGHG1 /// LOC100293211",6.08763663132616
"DBP",7.67239058992759
"ABHD2",6.79230247093353
"ASCL2",4.92319966259445
"ITGAE",6.82087003201017
"DAPK3 /// MIR637",7.34830930253831
"LCN2",6.73297161830121
"RUNDC3B",5.36364441048253
"MAP3K7",6.15172125497635
"TRAM1",6.13382058575223
"FCGRT",8.89719566153295
"SPAG6",5.95970650607568
"WDR13",7.95252198679762
"CDC42BPA",6.57579471251185
"RNF114",6.67230706594099
"CLOCK",6.69456268449411
"KIF3C",7.74528339452174
"MCM3",7.64558640969299
"HOXA11",7.53229791133654
"AP2M1",10.5025830719914
"CCNF",7.64045648509368
"ATP6AP2",8.51088562506857
"MNX1",5.79286350798634
"APOH",6.82416188693396
"ABI1",5.62919681326982
"PRICKLE3",7.44136509462829
"CD3E",7.40782879291738
"HIST1H2BN",6.13457572470281
"LOC100506639 /// ZNF131",6.83212687577531
"ARF6",7.11855126233822
"ARID4A",5.30732618627512
"ATP2A3",7.47623510123877
"HNF1B",8.99603887955556
"HLA-G",10.4830702761632
"SPCS2",5.26533480657419
"SOAT2",6.82219671618413
"PTHLH",4.68611829182143
"LMNB2",6.97216272597189
"DNA2",7.14468264133946
"EXOSC7",7.1005007316915
"TXNRD1",6.95911752290274
"CA7",6.97963069606634
"GUCA2B",8.62422057669635
"JUND",7.65508149349278
"KCNMB1",6.55881400751488
"IL11RA",7.26581007301848
"CLPP",8.37203519026872
"GUCA2A",7.9184553200138
"UBE2M",8.42456379222292
"TIPRL",6.38997554000362
"NPEPPS",7.45187214870091
"IFNA5",4.60660705473748
"KCNJ1",7.65921016369459
"FASN",7.8518618833055
"CRAT",8.23581678659909
"TNP1",7.03567381688395
"KIAA0020",6.01345183505555
"PKM",7.78379182088683
"CHPF",7.49892964453117
"PARK2",6.47005539865573
"SEMA3A",4.76161947557838
"ATP5G3",7.48743998662186
"SFTPC",6.88018031320543
"DDX28",7.28950507903702
"IFT27",6.70925726505618
"CSTA",6.84310938425307
"PKIA",5.6455390738091
"VEGFB",7.44183710586969
"RNMT",4.72874250620136
"ITGB3BP",5.94333292725872
"CA9",7.96980778009786
"NRAS",5.34406216257162
"IL7R",9.84487996252685
"LOC101928826 /// TPT1",11.6051641039617
"DSTN",8.39335264197237
"RXRA",8.29410070973968
"KHDRBS1",8.20003880868747
"EMR2",6.60997606106883
"CKM",7.93867730046606
"XPNPEP1",7.88820877605222
"NFE2",7.44661145797523
"MYH2",5.69407763607547
"IMP4",7.61695127780723
"PKN1",6.94581724683945
"PRDX2",7.49177586664458
"FPR2",6.77388412368862
"RAC2",9.52984793815294
"PES1",8.13975013114382
"GTF2H3",7.46501897241415
"CLEC3B /// EXOSC7",7.96749677754051
"CDKL2",6.12493720773442
"PABPC1",9.40905171977111
"POLR3C",6.30434695047591
"MAP3K1",6.99754553882878
"ST6GALNAC2",7.12489877870778
"TCL1B",7.89841505216534
"GIP",5.9047567266373
"TAF7",7.58417732447466
"CASP8",7.58975762237359
"MAPK13",6.400262836137
"GSN",8.51208027819519
"PRDX6",10.2850226156356
"CNP",7.60231789235335
"APLNR",6.56440007014471
"C14orf1",6.60432805054671
"IGF2 /// INS-IGF2",6.20871402718505
"TRIM13",7.4774728482268
"RAP1GDS1",6.88978768170079
"NUDT4",5.83136689022464
"TP53TG1",6.12288890263248
"XPO1",8.14607669769381
"UPF2",6.77759722746521
"SAMD14",7.73852038541397
