"","merged_dataA[, 1]"
"BTF3P11",4.65303447244097
"ABCC10",7.98015213469522
"F3",5.27733889177423
"NCR1",6.74633041045168
"SLC17A4",4.67555412805621
"ID3",8.32907918059447
"ZNF330",7.08834296120564
"CYB5A",8.10598754874474
"EZH1",8.16742469105
"NASP",6.65184572627721
"AHSA2",6.40418820981434
"CCR6",6.33350020778526
"CYP11B1",6.38574704382085
"LEPR /// LEPROT",5.44563164389261
"LSP1",7.14389095042085
"CYBA",9.02305715508151
"RBM39",8.31840863176711
"NFAT5",7.37384199783941
"ASGR1",7.20412432995407
"IFFO1",7.91642968883176
"EMC1",6.20787810229399
"ADPRH",6.87147465405174
"CBX5",5.70964084297486
"GCA",6.91293686114385
"BID",6.42852207973322
"AHDC1",7.66409037898925
"STX11",6.87032393287728
"ZNF142",6.74697810017822
"KNG1",6.54255890366281
"ELAVL4",4.95140888350246
"COL4A4",6.10133711992435
"EIF2B5",6.97526636183343
"FABP6",7.47989200644952
"DDC",8.97163710482329
"HLA-DOB",7.53019138433874
"MFSD9",6.94849066837106
"GAS6",8.17077696924236
"DLX2",8.37978512658117
"KIAA1109",6.2977515229442
"ATF6B",7.40999670341996
"PTPN11",6.14607890773129
"TTN",4.76764002182432
"KRT86 /// LOC100509764",7.38963115798791
"SPDEF",8.69662453058832
"SAMD4A",7.09668953747175
"AKAP10",6.66351244568264
"TTC22",7.1047701591748
"LRCH4 /// SAP25",8.58194976879623
"RELB",6.93561358776492
"CUL2",6.00273042874813
"MSL3",7.06837502646891
"RLN1",5.49195667174138
"TRIM58",8.59524254478523
"SYNE2",6.29971518616487
"DOCK4",5.23498936955384
"FGFR1OP",6.50349846361967
"CTSB",8.18587792129013
"NUP188",6.46359417396111
"TGFB3",7.86764388073088
"PEX11A",6.32807431351937
"SLC7A8",7.70509986024177
"KIAA0907",6.84786280082417
"BIN1",8.2894717597835
"UCP2",8.88011483513223
"RAB40B",6.49439289244598
"LPHN1",7.42448981038886
"MCF2L",7.80650586469063
"LPCAT4",5.84964052116416
"RP11-680F8.4",5.94259335059634
"GPR161",7.42984443132883
"ZC3H3",6.74973568714679
"FOXJ2",8.10110077333612
"ZNF609",6.85972036177141
"ZBTB14",6.67036690247527
"PTK2",6.23112205734485
"PKP3",7.44867420321961
"GALR2",7.20312236661905
"KLRG1",6.4987888026238
"SRSF1",7.45004955905339
"LOC102725198 /// RASA4 /// RASA4B /// RASA4CP",6.64821513491486
"CDC5L",7.49942341165472
"ABCC4",5.95354624960081
"PTGER1",6.93558947026447
"HIPK1",6.19504123720527
"PIK3IP1",7.0913996328395
"EPRS",7.01116803095896
"IL6ST",5.05638107618241
"AGTR2",4.63988371217147
"LMO3",5.36930078073903
"CDK8",6.60791151759823
"POU2F2",7.36005811963622
"ADH1A",5.12000112475198
"CNOT1",7.37445626630099
"COX5B",9.12516304172884
"HSPA9",8.05449475037914
"PDE2A",7.71016043587785
"ANXA11",7.61917263801152
"PTGER3",8.22522095067671
"HNRNPU",6.9061262526697
"LOC100288974 /// MBL1P",6.1879746137421
"PRKCD",7.10185720074562
"NOP14",7.35444834612372
"HTR6",8.13991729217889
"CTRB2",7.01907764496508
"PRKCI",6.43601279317116
"LTB4R",7.10673507544781
"TP53BP1",6.39862726981768
"CHMP2A",8.81392262188954
"SIX3",6.04948406477893
"LOC101928061 /// SERP1",7.05132821341525
"AFF1",7.59329480191709
"LPL",7.06168337806561
"BAG1",6.65338406008069
"TRAPPC12",7.13889418754167
"GRM7 /// LOC100996542",5.55991282211093
"FXR1",7.26294480863086
"XCL1 /// XCL2",7.33336319798613
"GCNT2",5.71666363398023
"ABCA2",6.91782740835326
"ZNF141",5.98171631017781
"ZNF787",6.85744016293519
"MICU1",7.92439389484741
"PXN",7.83805041096587
"SYK",7.54778732915941
"EML1",6.07644384593788
"PTPRU",7.86100066581907
"LOC103344931",6.46496355366147
"CYP2C18",6.21422213808541
"WFS1",7.60137929974959
"ITGB8",5.1030377948703
"PIR",5.12435713879996
"SEC23IP",5.47384373705395
"CELSR2",7.03412661222199
"CLUAP1",6.22793713308275
"ZFP36L2",7.89873588408441
"CALR",8.05470754254346
"NFATC3",6.6514796859998
"FAM205B",4.22177970871974
"STAB1",8.04966605499691
"CBS",5.35144403653876
"RPS15A",7.49792971151474
"EPHB2",6.69060297127697
"PWAR5",5.36598163397652
"DLX4",6.30329472037612
"SART1",6.65017070747048
"NBEAL2",6.82297005099825
"PPFIA2",5.78721294803307
"MIR6778 /// SHMT1",7.86518812234926
"BIRC5 /// EPR-1",7.09967165694113
"GPR107",6.44805573795722
"USP33",7.29560024383713
"UBXN2B",6.85348060855076
"AP1S1",7.96637535936104
"ST20",5.42662490130033
"EDN2",8.12103859850059
"N4BP2L1",6.79159821532962
"CNPY3",6.99770418427476
"RAD1",6.51893419026575
"INTS3",7.97743390224756
"CDC6",5.33170685363373
"ENDOD1",7.83484507624976
"ZBTB20",6.66847969021917
"NOTCH2",6.72202251636062
"LOC101928189 /// RSRP1",7.59608784727707
"UCKL1",6.35747129084605
"GTF3A",8.26678216177663
"RFX1",6.1511595079016
"NDRG1",9.08759916466258
"FOXN3",8.83078569653619
"UTRN",6.88074636522607
"CCR2",6.40244974600023
"GJC2",7.59271684107612
"DDI2 /// RSC1A1",6.61314664236053
"ST3GAL2",6.70720977490556
"SOX1",7.05205774601192
"RAB27B",5.32544621103916
"FER",6.09379907178099
"PLCB4",5.64130776807796
"RAB31",8.65824177626667
"CAMSAP1",5.74394819829345
"SLC25A36",8.22399696634847
"DTNA",6.05056906249572
"SSBP1",7.74652113632475
"PHF2",6.48079195305435
"SNED1",5.62493449350888
"CDKN1C",7.4366151232378
"HNRNPR",8.24199930687138
"VEGFA",7.9952898356872
"NDUFB7",8.245110002899
"LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP",6.87213159430319
"CROT",3.41175037531387
"CA5BP1",6.53544608626261
"SYNE1",6.90613452062604
"MET",6.62841983482676
"TRA2A",8.28340338159035
"SERPIND1",5.93186022407648
"CABIN1",7.3448421838638
"CSPG5",4.18104417613266
"HIST2H2AA3 /// HIST2H2AA4",8.58399767109471
"TAX1BP1",8.16938943563152
"CHST1",6.68793197571576
"PTPN21",7.23868263219602
"MAST3",7.43982224903045
"NEDD4L",6.33126446815509
"KCND3",6.93334782601718
"SETD2",6.45436019933374
"LSM3",7.54992986976422
"ADH1B",5.71525338328842
"CEP104",3.7106024525853
"NUDT3 /// RPS10-NUDT3",8.53348121731521
"ZBTB24",5.50705070040992
"ATAD2B",5.24358557015661
"MPST",8.36555411952412
"RING1",8.24178314465097
"AQP4",4.39789253081139
"TNFRSF1A",9.44692388537869
"GRIN2D",6.56634924269605
"FAM120A",7.35882206678479
"ALB",7.16835218795662
"TP53BP2",6.54956576956109
"DDAH2",8.90612457216845
"IVD",8.40579480609082
"SLC23A2",5.98000526294487
"DSCAM",7.10093137957487
"BAI1",8.7417280238452
"MIR6125 /// USP15",7.32343170753102
"BTG3",5.28976355479823
"JMJD6",6.86837335173416
"KIDINS220",5.98263011969663
"CD37",6.21223061022161
"CREB3L1",8.79660585008366
"ALDH1B1",6.98767658556807
"UBE2J1",6.92054903276917
"MAP3K14",7.36799126475232
"EIF5A",9.29116587911717
"ALDH1A3",5.92647237181554
"TMEM259",7.76477101040965
"STAT2",8.32545943483855
"KCNH2",8.53101261152821
"KCNF1",7.70728398818263
"MARCH7",6.54746461770037
"HDGFRP3",4.08630467708742
"PRDM2",7.38316048995285
"UTY",6.54542325917631
"ATP1A3 /// LOC101927137",6.21960809796265
"KIAA0930",6.81201280674889
"BTN2A1",6.89410394442616
"CPS1",5.76850598336284
"SDC3",7.27677410040294
"GNB5",7.02488921589391
"BAG5",5.83839526730823
"HEBP2",6.72959976165807
"EPB41L2",5.88651857332135
"ADAMDEC1",5.74678466180285
"FARS2",6.60080550345426
"SPHK2",7.81607450905962
"F2RL3",5.72867145684925
"MCF2",5.6464009394735
"MED12",7.12697462940266
"HAT1",5.87487283979008
"CR1",5.29707152932809
"SEMG1",5.28400404595396
"SLC39A8",5.15994669450699
"CD22",5.51905685056384
"COL1A1",6.47490683293885
"ARHGAP44",5.51047688444649
"PAX2",6.52959311136007
"RREB1",5.5810316736546
"TUBA1B",9.31644343544905
"TMEM30B",5.61945445536235
"IFNGR2",9.33581961696065
"SCCPDH",7.62671147571799
"SMURF2",5.77229373960632
"CLEC2B",6.30139212029199
"PAK1",6.97006111213117
"AOX1",7.63754400608444
"HLA-J",10.4818613755174
"EFCAB14",8.13154478256553
"POLB",4.538375090483
"NF2",7.07934017838524
"INSR",7.42137796540717
"PSEN2",5.42877538913162
"ACTN2",7.2804447065167
"KDM2A",7.82166824554939
"ATF3",6.02119967380871
"MIR6834 /// PFDN6",6.72785292649598
"RBMXL2",5.12793817652523
"UBOX5",8.65493011126003
"SEC63",6.59053985832203
"PIK3C3",6.09193656764414
"CLGN",4.59289931706824
"JAK1",8.77151996526018
"ADRBK1",8.52618171029439
"SNORA29 /// TCP1",8.3215426024333
"MEF2A",6.96210243863229
"ITSN1",6.79452773175662
"OGFR",8.71066773190845
"ALDH6A1",7.72834706099605
"CYP2D6",6.83172054752847
"DNASE1",7.02593827752217
"PCLO",5.3950338184356
"ORAI2",8.24676153359501
"TRAPPC10",6.39292167383918
"MAPK10",6.23913519115024
"GUCY1A3",8.51891736500105
"SRP72",6.45944218111846
"DDO",5.88690816419475
"PTPN22",5.50724032199526
"PHLDA1",6.66320422715816
"C19orf26",6.82007514881336
"IFT20",6.89483770536804
"CDC42EP3",8.021850118234
"BCL2A1",5.2733890514094
"HCRT",6.57760733477372
"BCKDHB",4.63300053520549
"VPRBP",6.57093147560131
"ARHGEF12",4.69109668439604
"PIGL",5.97814588003852
"ZKSCAN1",6.33498131445901
"SIK2",5.58186446686128
"CLU",8.55543039048913
"ARHGEF10",6.62418269891642
"FAM107A",7.31537140477791
"CD86",6.2829736295958
"ARSA",7.33302430271609
"CYP2C19",6.96307202186521
"LTB",8.49197622512489
"ATP11B",5.94142638765944
"SH3BGR",6.53687491249402
"TGFB1I1",6.93161433090358
"PAX6",5.25088545418202
"GLA",7.8612568279539
"KPNA5",4.3450477045559
"ETV1",5.77019509329266
"FXN",6.11524503683457
"CTDSPL",7.59433328975673
"HS3ST1",5.1778865954012
"SCAF11",6.43530796402566
"PAN2",6.49035181833679
"IFNG",4.63209369153135
"GJB3",7.88610997727138
"ERP44",5.9365843337273
"DIEXF",6.29585431143533
"MLX",7.41496126538344
"ERICH1",7.97075331573228
"NDUFA2",8.35648639588777
"FBXO21",6.03117330959122
"GNAI3",6.1108129658728
"NXF1",8.10225010468771
"DLGAP4",7.0753864459235
"SVEP1",7.99041034082872
"DUS4L",5.99794878881295
"RPS6KA5",4.47358730875323
"RSU1",8.23210968324448
"H2AFY",9.59386147433044
"LCAT",6.64710445908183
"ARHGAP32",5.07660435785308
"NCOR2",6.79316764547852
"TNFRSF21",8.05636089033127
"PDXK",6.72932906791764
"PFKFB1",7.07694944179413
"RAB21",5.50260905624051
"RAD54L2",8.16500133615769
"HYOU1",8.83098950902234
"TPGS2",7.18727232336761
"KRT15",5.59649943375921
"LOC101928198 /// MFAP3L",6.94050118097858
"NUCB1",9.45645444604504
"NFE2L1",8.86003910986055
"CLMN",6.45343938407815
"ACTR2",7.9430084327719
"ACADVL",9.20506767417888
"PTTG1IP",9.97122405556091
"KLK8",5.93538035947434
"PNN",6.5399405759869
"PYGB",7.45535141316502
"GPRC5B",7.23745128290614
"ACAT1",6.81534260593502
"IFNA10",4.83297374438566
"LRBA",7.15227764521133
"LOC101928747 /// RBMX /// SNORD61",6.82460704680958
"MMACHC",6.39487439457505
"RBM19",6.20920640840586
"TGM4",6.74254191751333
"OBSL1",6.20653945243467
"HBS1L",5.73634840982448
"TMEM110",7.08046045297978
"DCX",5.01367914074498
"KDM1A",8.16520988668817
"PHC2",8.47966096740279
"SEPT4",6.83795643380121
"ELK4",5.41638733665704
"CBL",5.51924937316426
"DIAPH2",5.40735965244877
"ITSN2",6.18416213986124
"MAGED1",8.59492748082647
"LINC00869",5.72388362078911
"TRIP13",5.90109166547092
"IDS",8.85504374424659
"ALOX12P2",6.88092876118043
"ELK1",7.73305221708182
"EIF1B",6.35668908591667
"NUP88",6.11865545169661
"MRPS12",7.69194045144968
"MAGEB3",4.46826084255181
"OPRL1",7.75697423479588
"NUDT3",8.13548857053467
"MSH6",6.87444678986442
"SPG11",7.11693162636405
"AVPR1B",8.19244318080406
"DENND3",7.29651156944532
"CCR5",6.49165222968403
"HOMER3",6.58570457620545
"OSTF1",8.07900623114458
"C16orf62",5.58525045541327
"TRIL",6.54639602578763
"FRY",5.33758457678239
"HSPA5",6.73479647328208
"SRSF4",5.86671070451817
"TIA1",5.86827941368983
"AKAP12",5.47556425828426
"PSMB9",9.26409063965747
"GNA12",8.10359585112097
"AQP9",7.3431452959937
"OCRL",6.35878240088182
"PSMC2",6.58603113761203
"PPP2R5D",8.42458780062816
"VAT1",7.5241437057924
"LINC00667",5.79190958678711
"GOLGA1",6.26740006056488
"PON2",6.48179314729832
"ELMO1",7.42452925641233
"TECPR2",7.09604197015916
"CDKN3",4.67975749296684
"IQSEC1",7.16152793291549
"ATXN7L3B",6.34417087993012
"RPL27A /// SNORA45A",8.7376375920316
"ITCH",5.28569712682163
"ICAM1",6.20931179762765
"UBN1",8.23110812198452
"SNCG",7.86341234379218
"CAMKK2",7.58699984673473
"RARRES1",5.92403792203184
"ALDOB",6.62680067594111
"OTC",6.75561807862736
"MERTK",6.14422154889516
"SRD5A2",5.99431561489362
"HIST1H2AD /// HIST1H3D",7.81341578313643
"DIDO1",6.52653365121996
"PRUNE",8.34968772753547
"ZNF91",6.49417907232838
"SEMA3F",6.50221508068198
"CHAF1A",7.37261261530453
"RRBP1",6.62024980172945
"MUT",6.7709894565357
"PLS3",6.02648863183263
"NID1",5.70902887004785
"ABL2",6.76420373004094
"SRGN",11.0611970652407
"AIM2",6.41344508239512
"SAMM50",7.65858999208975
"CDH13",5.25395231158321
"UBE4B",7.20229475046125
"MAPK6",6.56307931424253
"SOX2",5.50507187558111
"CDKN2C",6.12572731815526
"HGD",9.75064849967611
"EXOC3",7.86777727127023
"GABPA",5.81760370399622
"GSTO1",9.44826502877783
"PI4K2A",6.63222790565001
"KPNA4",6.81927096567595
"PDC",6.26941818639975
"CYP3A4",6.04137972586139
"MAMLD1",6.48188879248028
"SCRG1",5.6079644708247
"PRKAA2",6.7467749047612
"SELP",7.96258768771172
"APBB3 /// MIR6831",7.55038667240413
"LPIN2",8.43583968795262
"DNAJC3",7.61333988119511
"ZNF135",5.82521555801595
"CTNND1 /// TMX2-CTNND1",8.76184803915084
"B4GALT5",7.41580046018434
"RGS19",8.5253948499229
"ZNF75D",5.79327053203945
"GPX3",9.97953046659634
"OSBP",7.29243976782695
"LOC101930306 /// RRN3 /// RRN3P1 /// RRN3P2",6.70113552188606
"ANXA6",8.30116520086905
"GPR19",4.90762961473724
"NAALAD2",3.71176879692652
"KRT6A",6.21866831655085
"VAV2",8.38713217045634
"BMPR1B",6.48859224339364
"LRP6",6.74073209287135
"COL3A1",8.46496716670831
"LILRB3",8.0003824133764
"MKRN1",9.91440328055603
"ESD",6.74994395196103
"USP10",6.96777591776421
"RGS9",5.91108631087759
"CLEC4M",6.17100706915142
"PDK3",7.19908063598181
"NR2F1",6.93198473331527
"ATP5J",7.60144045536603
"ATP6V1C1",6.66337266559497
"ROS1",6.07563819058638
"COLQ",7.92878987778498
"SRRT",7.68648097749836
"CAT",8.57480249237787
"ID2",5.75479030149168
"ASB4",4.62472389058676
"ZNF250",4.70504745355157
"RTN2",7.78470329997963
"CELSR3",7.04578897877211
"ASXL3",4.49793030833651
"TNC",6.18581668801394
"HNRNPC",6.50719757908576
"UST",5.30974980467588
"GLI3",5.58024230955054
"GNAS",9.39909236658726
"FGF5",5.38783583719739
"MAP2K5",7.3019380052307
"RPS15",10.071738643582
"KIAA0141",7.0666712723911
"PPP3R1",5.41906904966739
"SEPT7",7.53925326186428
"CTAG2",6.45192972902987
"CEMIP",6.73470716520779
"PLCE1",4.88125473842322
"ABLIM1",8.46755958006058
"PPM1F",8.04637812662813
"RAP2A",7.14852720632567
"ODF1",6.91083073734934
"F5",6.56491794977444
"PTPRJ",7.19476571844116
"HMOX2",7.51460479765693
"PRLR",6.17751591934605
"ESPL1",7.95335736265071
"GATA4",7.42957153863087
"STOML1",7.17113300048146
"ABCC9",6.04964963601043
"FAM134C",8.53091983853536
"MYO1A",6.84504277234291
"LILRB2",7.05019583234828
"SOX9",5.97775568499292
"RGS3",7.73981122776446
"PHKB",5.75731915110143
"RFXAP",5.8743345965043
"SKI",6.90367209512102
"AGTR1",6.25366385315837
"CDK13",6.2987942628315
"MBD2",5.57426275170678
"SPTA1",4.02725751684034
"FUT6",9.37198969298615
"FNBP1",7.73144259923754
"ACAA1",7.6678781349174
"DRG1",8.23814747675519
"BCAR3",6.47597786576874
"PLN",6.59313910024418
"BCAT1",4.78998188088708
"TNPO3",8.05400820121415
"DNAJC22",6.15325817555685
"OTUD4",7.00082925238746
"RAB40C",6.96482832807338
"CDT1",7.06249122548236
"LOC100506403 /// LOC101928269 /// RUNX1",5.25871153695763
"PAX7",7.31436730272723
"MLC1",7.00604278539034
"LPAL2",6.111868998202
"COL5A2",6.37426150361628
"NPM1",9.57021648305783
"GNA11",7.32868105256996
"FABP1",7.30783564424573
"MTF1",7.05027377215991
"PLXND1",7.64000062976883
"BTNL3",7.7305233123531
"PEX5",7.54780062616059
"B4GALT1",7.1810153325025
"PSMD13",6.92762483674138
"ASGR2",7.6321995262803
"CBX3",7.56910366797726
"S100A12",7.63544179330028
"APC2",7.59887815351451
"ADD1",7.26393851937532
"CCL5",7.46021622860259
"ARMC8",4.627140125517
"GART",6.88168041062227
"PCNT",6.32138236863696
"P2RY14",4.13210157595186
"ITGB3",7.4168644340468
"C3AR1",7.51441893568443
"TNFRSF25",7.01814004200942
"DGCR11",5.84202834934789
"CASK",5.88001143739819
"TGFA",5.92564959901438
"PNLIP",6.10779531359153
"PURA",7.06082657053375
"SRSF11",5.98469923238669
"L3MBTL1",6.4364818734804
"SERPINB6",7.37568443966034
"FBLN1",6.50684950329551
"GCAT",8.49263959605346
"LOC101060363 /// PPIA",6.98300446495168
"GOT2",7.85776766315414
"STX6",6.42637439048429
"KIF1B",6.46483850227247
"HTR1D",6.59739191945954
"TLE3",8.44212438803358
"SULT1C2",6.00085237567307
"PITPNA",6.77977026154758
"HOXD13",5.29652812700385
"BRWD1",5.52674287502412
"MFSD10",9.00097915447869
"MYLK",7.43484705598607
"BRD4",7.27484979059789
"CTDSP2",9.26218864801
"TBCA",7.6951971516435
"GORASP1",7.2610711316086
"GATM",8.58158060629852
"SLC13A3",9.17074426851923
"DIO2",5.88122629527251
"C1QB",7.26756687962292
"IDE",5.52582450282041
"NCF4",8.06554411778303
"ITIH4",5.91092806291524
"DCAF4",5.94767366674824
"RAB5A",6.24602012101163
"GAD1",4.9437240341135
"HSD3B2",4.80946157277426
"GHRHR",6.64912427952666
"MYL6",7.90289910398536
"ZIC3",4.1435329868295
"CAST",7.44456723605396
"ICOSLG",7.92700628804095
"GFER",7.2984367449862
"PRKG2",4.97921136611157
"TBC1D2B",7.0540496494119
"ATP6V0A2",5.4814352440515
"LRMP",7.83223959918466
"GABARAPL1",8.96904961233849
"CSF1",6.19270648100718
"NRXN3",6.651292762883
"WFDC8",5.42301234308279
"NEBL",6.14748653350577
"MARCH6",7.20238137845461
"IFNAR1",6.34019860468115
"SLA",8.12487048432785
"AP3S2 /// C15orf38-AP3S2",6.6711567770019
"AP1G2",7.37285581224398
"SEC24A",4.93301092271139
"NAP1L4",7.56541226692102
"CXCR6",6.78751695777071
"ACP1",8.16710733605141
"PLEKHO2",7.73432558655236
"NOS1AP",6.32189684214333
"WRN",5.23023361721942
"AC090627.1",5.00186498352812
"HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI",7.57523966775534
"RGS4",5.83888400006291
"ADAM20",6.2351215870791
"CXADR",5.03597584804243
"IRAK3",4.033754744231
"HDC",7.32966142683177
"AFP",5.06138280130565
"GRAP2",7.58933334918948
"LIMCH1",5.42074215274447
"AKAP17A",7.37779218553675
"PTK2B",7.74751707188759
"CKS1B",6.90683940464332
"SLC8A1",6.50010182470408
"CTSH",9.58637401763446
"PFKFB4",8.31380508237303
"SECTM1",8.89582692617619
"LEPREL4",6.86612695741069
"DMP1",4.87009736107302
"MUC1",8.09671221684044
"SHC1",7.67194686519828
"SGCG",6.95983315624022
"SPAM1",5.45867578229365
"RHEB",6.5545625855258
"SPICE1",5.02247484599999
"RIBC2",6.56421724206154
"RAF1",7.87596138013678
"STAU2",6.12737690299996
"ZDHHC17",5.9318530055494
"MGST3",7.8489294678743
"SYNJ2",5.87820160439437
"EIF2S2",8.46270004129474
"ZEB2",6.32681614737364
"AK055981 /// RP11-617F23.1",7.75171280910787
"MR1",6.8794584106999
"GATA2",7.79055926747994
"TPM1",8.32927254120849
"IL4",5.40017789914527
"CD1E",6.93084955305566
"CALCOCO2",7.04690672405514
"CD5L",5.75053836059947
"GEMIN2",5.29312765318295
"ACAA2",8.37794664128344
"BUB1",4.84066580719775
"RND2",6.31581269475801
"DSC2",5.64920571196882
"DHX38",7.08049818260117
"TET3",6.179732223606
"MPZL1",5.60096568096124
"NDUFS1",5.56930613195514
"MSMB",4.01749720363645
"CARS",6.87102369498037
"BRAP",6.31618543753262
"UNC119",7.49182301391695
"KPNA1",7.53068060028682
"VDR",6.80173063161397
"LHCGR",4.47368518697352
"HCN4",6.21709009134247
"GLIPR1",6.22203963595597
"SF1",7.65746552716146
"EMID1",7.09300993361642
"NECAB3",7.7237531834864
"TRIM38",7.71925431385645
"ADSL",7.09949743375133
"JAKMIP2",6.39316092982631
"ATR",5.55775655455622
"PCCA",6.31177863701092
"MIR7703 /// PSME2",8.89177275187023
"CYC1",8.38826663046637
"YARS",8.12939349616256
"TCEB3-AS1",7.25835741512516
"MT3",9.04937485844724
"PKIG",7.45094304819735
"APEX2",7.67738102030237
"CDC27",5.80657821016154
"RPS9",9.47530768304742
"WNT1",7.38298188725369
"HRH1",6.06403337463248
"ANAPC5",8.57038323601636
"CDK7",6.11190046447506
"ATP9B",5.99221498036412
"MBNL2",6.27587577760554
"NPTX1",6.17760804544216
"SNTB2",6.55234389465005
"SEC23A",7.01269909193208
"NPY2R",5.72906856879955
"NUDCD3",6.85482232049852
"MYLPF",6.97534961614218
"TNFSF8",6.04996838137627
"FRMD4B",6.51382175336359
"KIAA0754",6.34880779329532
"IBSP",5.66626764557748
"NSL1",4.77046148009065
"ZNF248",6.74750958445279
"PTGIS",5.12080819878967
"MAOA",7.72448871385992
"CDC25C",5.9344059143616
"MIR4800 /// MXD4",8.42587558936035
"APOC3",8.90428316184088
"SLC5A2",8.422620875111
"HTN3",4.23659061047533
"KBTBD2",7.06732671949874
"GNS",7.62487858166246
"PSME4",6.54002493924579
"APLP2",8.40383621234982
"PIGO",6.839241030585
"KIF25-AS1",4.60190997159559
"SEC62",7.70991567438744
"ALG13",6.99946169309536
"FMNL1",7.70078329974321
"NPTXR",5.94280315705308
"MIPEP",6.76546601343289
"SPTLC1",7.72418735307369
"NSG1",6.69273697669795
"ACACA",6.08126199855334
"TIMP2",8.42730358940521
"RARG",7.67926261040315
"TIAL1",6.72033313553929
"AFM",6.28769855258658
"GAPVD1",7.11549882749879
"DCLRE1A",6.11340380053431
"HOXB13",6.98012860774157
"EPB41",7.59393268330335
"PTH2R",5.08187198802823
"OSBPL8",7.87056902606359
"DYRK1A",6.19346141917564
"AGRN",8.89059094980839
"PSMA4",8.19104957482356
"DTNB",7.55790851281738
"ARHGAP19",5.7609918171162
"TUBGCP2",7.9833320973572
"ARHGAP35",6.31493902219874
"EDDM3A",5.87301797269386
"DIO3",7.85813030934728
"N4BP1",7.11146140897997
"SLC15A1",5.36817299111521
"FZD1",5.10914051823081
"PNPLA6",8.28644418441879
"SIVA1",8.2775056590188
"PTPRB",6.16972263113427
"FABP7",5.67252540072337
"PSMB10",8.12277034389549
"YME1L1",6.4726091019099
"COL19A1",6.73807969098284
"ABCA8",5.6187506531691
"IGHG1",7.0599699494093
"C10orf10",6.98616199642078
"TPBG",6.14160026969115
"POLR2E",8.23631762365284
"CANX",7.76120055209927
"SLITRK5",5.22867891451842
"ALAS1",6.9057011926279
"CSTB",8.89417747873235
"TAF2",6.25019262865281
"DEDD",7.41865792901435
"LOC101928830 /// LTA4H",9.54719388768774
"MEIS2",6.51893707460838
"AP2A2",8.76374217768173
"SPATA2L",7.30802034698923
"LYZ",10.5167138188975
"TUBG1",6.52539798276394
"NDUFB3",8.83645514995768
"DAB2 /// LOC101926921",8.59552261775181
"ARPC3",9.78289147595353
"TSC22D3",9.14411312330459
"DDAH1",7.5108183705288
"CLASRP",7.06268923266466
"SNX2",6.89609217368728
"FLNB",8.26468081844921
"NEFL",6.29864926325634
"VIL1",5.49873988122659
"MPL",5.75690200735721
"RPP30",5.93212061964826
"SEC31A",7.91235144800532
"CD6",7.43695316006433
"ZNF592",7.80709058582957
"JPH3",6.02640734269209
"NMU",4.39911264297621
"IPO5",6.09439159351873
"SFI1",6.69342356843634
"PAICS",5.89473891299404
"CFHR3",4.75999940569442
"VCAN",6.48299718296938
"BNC1",4.7096715099507
